,test_image,response,resptime,observer,group,type,noise
279,ori35g2p5.png,2.0,2.484508,Person6,mittel Detailgrad,Original,35
280,ori35g2p1.png,3.0,1.249009,Person6,mittel Detailgrad,Original,35
298,ori35g2p9.png,3.0,2.363258,Person6,mittel Detailgrad,Original,35
317,ori35g2p10.png,3.0,0.994225,Person6,mittel Detailgrad,Original,35
18,ori35g3p10.png,1.0,2.728708,Person1,wenig Detailgrad,Original,35
21,ori35g3p5.png,5.0,3.408513,Person1,wenig Detailgrad,Original,35
56,ori35g3p6.png,2.0,2.52703,Person1,wenig Detailgrad,Original,35
92,ori35g3p4.png,1.0,0.730421,Person1,wenig Detailgrad,Original,35
106,ori35g3p7.png,1.0,1.283339,Person1,wenig Detailgrad,Original,35
107,ori35g3p1.png,1.0,0.543066,Person1,wenig Detailgrad,Original,35
114,ori35g3p9.png,1.0,0.942611,Person1,wenig Detailgrad,Original,35
117,ori35g3p2.png,1.0,1.003498,Person1,wenig Detailgrad,Original,35
257,ori35g3p8.png,1.0,1.16837,Person1,wenig Detailgrad,Original,35
327,ori35g3p3.png,1.0,1.292998,Person1,wenig Detailgrad,Original,35
65,ori35g3p1.png,2.0,1.081028,Person2,wenig Detailgrad,Original,35
133,ori35g3p9.png,1.0,1.061557,Person2,wenig Detailgrad,Original,35
199,ori35g3p7.png,2.0,6.189392,Person2,wenig Detailgrad,Original,35
209,ori35g3p6.png,2.0,1.630507,Person2,wenig Detailgrad,Original,35
313,ori35g3p5.png,3.0,1.915224,Person2,wenig Detailgrad,Original,35
401,ori35g3p3.png,2.0,1.840404,Person2,wenig Detailgrad,Original,35
447,ori35g3p10.png,1.0,1.40135,Person2,wenig Detailgrad,Original,35
569,ori35g3p2.png,2.0,1.414048,Person2,wenig Detailgrad,Original,35
571,ori35g3p8.png,1.0,0.676209,Person2,wenig Detailgrad,Original,35
583,ori35g3p4.png,1.0,1.560302,Person2,wenig Detailgrad,Original,35
32,ori35g3p1.png,1.0,0.978423,Person3,wenig Detailgrad,Original,35
66,ori35g3p9.png,1.0,6.341023,Person3,wenig Detailgrad,Original,35
99,ori35g3p7.png,2.0,5.911378,Person3,wenig Detailgrad,Original,35
104,ori35g3p6.png,1.0,1.253571,Person3,wenig Detailgrad,Original,35
156,ori35g3p5.png,6.0,2.015128,Person3,wenig Detailgrad,Original,35
200,ori35g3p3.png,3.0,2.111732,Person3,wenig Detailgrad,Original,35
223,ori35g3p10.png,1.0,1.781861,Person3,wenig Detailgrad,Original,35
284,ori35g3p2.png,1.0,1.921526,Person3,wenig Detailgrad,Original,35
285,ori35g3p8.png,2.0,1.56838,Person3,wenig Detailgrad,Original,35
291,ori35g3p4.png,4.0,4.635331,Person3,wenig Detailgrad,Original,35
26,ori35g3p7.png,2.0,0.909907,Person4,wenig Detailgrad,Original,35
45,ori35g3p3.png,1.0,0.829823,Person4,wenig Detailgrad,Original,35
102,ori35g3p6.png,3.0,2.304804,Person4,wenig Detailgrad,Original,35
110,ori35g3p4.png,4.0,1.121372,Person4,wenig Detailgrad,Original,35
226,ori35g3p2.png,3.0,2.903461,Person4,wenig Detailgrad,Original,35
229,ori35g3p1.png,2.0,0.947628,Person4,wenig Detailgrad,Original,35
248,ori35g3p8.png,3.0,2.15202,Person4,wenig Detailgrad,Original,35
265,ori35g3p5.png,2.0,1.585885,Person4,wenig Detailgrad,Original,35
274,ori35g3p10.png,2.0,1.995046,Person4,wenig Detailgrad,Original,35
321,ori35g3p9.png,3.0,1.059822,Person4,wenig Detailgrad,Original,35
26,ori35g3p7.png,3.0,0.913408,Person5,wenig Detailgrad,Original,35
45,ori35g3p3.png,2.0,1.226585,Person5,wenig Detailgrad,Original,35
102,ori35g3p6.png,2.0,2.018205,Person5,wenig Detailgrad,Original,35
110,ori35g3p4.png,2.0,1.909227,Person5,wenig Detailgrad,Original,35
226,ori35g3p2.png,3.0,0.910113,Person5,wenig Detailgrad,Original,35
229,ori35g3p1.png,3.0,3.940651,Person5,wenig Detailgrad,Original,35
248,ori35g3p8.png,3.0,1.009914,Person5,wenig Detailgrad,Original,35
265,ori35g3p5.png,3.0,0.917015,Person5,wenig Detailgrad,Original,35
274,ori35g3p10.png,1.0,0.982061,Person5,wenig Detailgrad,Original,35
321,ori35g3p9.png,1.0,0.999811,Person5,wenig Detailgrad,Original,35
18,ori35g3p10.png,1.0,1.243433,Person6,wenig Detailgrad,Original,35
21,ori35g3p5.png,2.0,1.365713,Person6,wenig Detailgrad,Original,35
56,ori35g3p6.png,3.0,1.617382,Person6,wenig Detailgrad,Original,35
92,ori35g3p4.png,1.0,1.308217,Person6,wenig Detailgrad,Original,35
106,ori35g3p7.png,5.0,1.626981,Person6,wenig Detailgrad,Original,35
107,ori35g3p1.png,3.0,1.515808,Person6,wenig Detailgrad,Original,35
114,ori35g3p9.png,3.0,1.262636,Person6,wenig Detailgrad,Original,35
117,ori35g3p2.png,3.0,1.236961,Person6,wenig Detailgrad,Original,35
257,ori35g3p8.png,4.0,3.87594,Person6,wenig Detailgrad,Original,35
327,ori35g3p3.png,3.0,0.983833,Person6,wenig Detailgrad,Original,35
24,ani45g1p8.png,2.0,1.89139,Person1,hoch Detailgrad,Anime,45
38,ani45g1p3.png,3.0,1.262458,Person1,hoch Detailgrad,Anime,45
67,ani45g1p10.png,2.0,1.504757,Person1,hoch Detailgrad,Anime,45
77,ani45g1p9.png,1.0,1.801979,Person1,hoch Detailgrad,Anime,45
85,ani45g1p5.png,2.0,1.709113,Person1,hoch Detailgrad,Anime,45
145,ani45g1p4.png,3.0,0.941261,Person1,hoch Detailgrad,Anime,45
185,ani45g1p7.png,1.0,6.645488,Person1,hoch Detailgrad,Anime,45
215,ani45g1p1.png,1.0,0.56852,Person1,hoch Detailgrad,Anime,45
238,ani45g1p2.png,1.0,1.646408,Person1,hoch Detailgrad,Anime,45
275,ani45g1p6.png,1.0,0.773962,Person1,hoch Detailgrad,Anime,45
35,ani45g1p8.png,2.0,2.287336,Person2,hoch Detailgrad,Anime,45
79,ani45g1p2.png,2.0,1.990591,Person2,hoch Detailgrad,Anime,45
151,ani45g1p9.png,2.0,1.42493,Person2,hoch Detailgrad,Anime,45
185,ani45g1p7.png,1.0,2.024807,Person2,hoch Detailgrad,Anime,45
203,ani45g1p6.png,1.0,0.777513,Person2,hoch Detailgrad,Anime,45
283,ani45g1p5.png,1.0,1.165637,Person2,hoch Detailgrad,Anime,45
293,ani45g1p1.png,1.0,0.87965,Person2,hoch Detailgrad,Anime,45
405,ani45g1p4.png,3.0,3.394989,Person2,hoch Detailgrad,Anime,45
413,ani45g1p10.png,2.0,3.269863,Person2,hoch Detailgrad,Anime,45
493,ani45g1p3.png,3.0,3.165011,Person2,hoch Detailgrad,Anime,45
17,ani45g1p8.png,2.0,1.791369,Person3,hoch Detailgrad,Anime,45
39,ani45g1p2.png,3.0,1.808179,Person3,hoch Detailgrad,Anime,45
75,ani45g1p9.png,1.0,0.763192,Person3,hoch Detailgrad,Anime,45
92,ani45g1p7.png,2.0,1.640838,Person3,hoch Detailgrad,Anime,45
101,ani45g1p6.png,1.0,1.178723,Person3,hoch Detailgrad,Anime,45
141,ani45g1p5.png,3.0,1.19688,Person3,hoch Detailgrad,Anime,45
146,ani45g1p1.png,1.0,0.900692,Person3,hoch Detailgrad,Anime,45
202,ani45g1p4.png,1.0,1.95037,Person3,hoch Detailgrad,Anime,45
206,ani45g1p10.png,4.0,1.884145,Person3,hoch Detailgrad,Anime,45
246,ani45g1p3.png,1.0,1.811189,Person3,hoch Detailgrad,Anime,45
12,ani45g1p2.png,2.0,0.821752,Person4,hoch Detailgrad,Anime,45
46,ani45g1p9.png,2.0,0.906546,Person4,hoch Detailgrad,Anime,45
52,ani45g1p5.png,1.0,3.115056,Person4,hoch Detailgrad,Anime,45
149,ani45g1p1.png,1.0,0.80315,Person4,hoch Detailgrad,Anime,45
174,ani45g1p10.png,3.0,0.697513,Person4,hoch Detailgrad,Anime,45
197,ani45g1p7.png,1.0,1.17083,Person4,hoch Detailgrad,Anime,45
242,ani45g1p3.png,4.0,0.971855,Person4,hoch Detailgrad,Anime,45
288,ani45g1p6.png,3.0,0.787202,Person4,hoch Detailgrad,Anime,45
296,ani45g1p8.png,1.0,1.094917,Person4,hoch Detailgrad,Anime,45
345,ani45g1p4.png,1.0,0.699161,Person4,hoch Detailgrad,Anime,45
12,ani45g1p2.png,2.0,1.041596,Person5,hoch Detailgrad,Anime,45
46,ani45g1p9.png,2.0,0.749413,Person5,hoch Detailgrad,Anime,45
52,ani45g1p5.png,3.0,1.184833,Person5,hoch Detailgrad,Anime,45
149,ani45g1p1.png,1.0,1.040898,Person5,hoch Detailgrad,Anime,45
174,ani45g1p10.png,2.0,0.847729,Person5,hoch Detailgrad,Anime,45
197,ani45g1p7.png,2.0,1.001494,Person5,hoch Detailgrad,Anime,45
242,ani45g1p3.png,2.0,0.950787,Person5,hoch Detailgrad,Anime,45
288,ani45g1p6.png,2.0,1.285229,Person5,hoch Detailgrad,Anime,45
296,ani45g1p8.png,5.0,0.923967,Person5,hoch Detailgrad,Anime,45
345,ani45g1p4.png,3.0,1.832882,Person5,hoch Detailgrad,Anime,45
24,ani45g1p8.png,2.0,1.38446,Person6,hoch Detailgrad,Anime,45
38,ani45g1p3.png,3.0,1.367008,Person6,hoch Detailgrad,Anime,45
67,ani45g1p10.png,4.0,1.421405,Person6,hoch Detailgrad,Anime,45
77,ani45g1p9.png,4.0,2.131686,Person6,hoch Detailgrad,Anime,45
85,ani45g1p5.png,2.0,1.396566,Person6,hoch Detailgrad,Anime,45
145,ani45g1p4.png,2.0,1.238684,Person6,hoch Detailgrad,Anime,45
185,ani45g1p7.png,4.0,1.520778,Person6,hoch Detailgrad,Anime,45
215,ani45g1p1.png,4.0,8.498901,Person6,hoch Detailgrad,Anime,45
238,ani45g1p2.png,3.0,0.87105,Person6,hoch Detailgrad,Anime,45
275,ani45g1p6.png,3.0,9.449815,Person6,hoch Detailgrad,Anime,45
20,ani45g2p1.png,6.0,2.246827,Person1,mittel Detailgrad,Anime,45
111,ani45g2p6.png,1.0,0.931677,Person1,mittel Detailgrad,Anime,45
133,ani45g2p8.png,1.0,0.720349,Person1,mittel Detailgrad,Anime,45
150,ani45g2p2.png,1.0,0.920129,Person1,mittel Detailgrad,Anime,45
193,ani45g2p3.png,1.0,0.787517,Person1,mittel Detailgrad,Anime,45
243,ani45g2p7.png,1.0,0.728871,Person1,mittel Detailgrad,Anime,45
255,ani45g2p4.png,1.0,1.532639,Person1,mittel Detailgrad,Anime,45
267,ani45g2p9.png,1.0,0.928912,Person1,mittel Detailgrad,Anime,45
274,ani45g2p10.png,1.0,1.004436,Person1,mittel Detailgrad,Anime,45
281,ani45g2p5.png,1.0,1.496551,Person1,mittel Detailgrad,Anime,45
119,ani45g2p1.png,2.0,1.056901,Person2,mittel Detailgrad,Anime,45
141,ani45g2p9.png,1.0,3.400711,Person2,mittel Detailgrad,Anime,45
295,ani45g2p8.png,1.0,0.898408,Person2,mittel Detailgrad,Anime,45
327,ani45g2p3.png,2.0,2.149976,Person2,mittel Detailgrad,Anime,45
347,ani45g2p7.png,2.0,3.951296,Person2,mittel Detailgrad,Anime,45
361,ani45g2p4.png,1.0,1.586725,Person2,mittel Detailgrad,Anime,45
417,ani45g2p2.png,1.0,1.103885,Person2,mittel Detailgrad,Anime,45
463,ani45g2p5.png,1.0,0.915654,Person2,mittel Detailgrad,Anime,45
603,ani45g2p10.png,2.0,1.718019,Person2,mittel Detailgrad,Anime,45
673,ani45g2p6.png,1.0,1.127028,Person2,mittel Detailgrad,Anime,45
59,ani45g2p1.png,1.0,1.284905,Person3,mittel Detailgrad,Anime,45
70,ani45g2p9.png,1.0,1.354489,Person3,mittel Detailgrad,Anime,45
147,ani45g2p8.png,1.0,0.697566,Person3,mittel Detailgrad,Anime,45
163,ani45g2p3.png,3.0,1.732165,Person3,mittel Detailgrad,Anime,45
173,ani45g2p7.png,1.0,1.559128,Person3,mittel Detailgrad,Anime,45
180,ani45g2p4.png,3.0,1.666744,Person3,mittel Detailgrad,Anime,45
208,ani45g2p2.png,2.0,1.35022,Person3,mittel Detailgrad,Anime,45
231,ani45g2p5.png,1.0,1.503101,Person3,mittel Detailgrad,Anime,45
301,ani45g2p10.png,3.0,1.641369,Person3,mittel Detailgrad,Anime,45
336,ani45g2p6.png,2.0,1.247481,Person3,mittel Detailgrad,Anime,45
58,ani45g2p3.png,1.0,0.745883,Person4,mittel Detailgrad,Anime,45
69,ani45g2p10.png,1.0,0.551999,Person4,mittel Detailgrad,Anime,45
72,ani45g2p7.png,1.0,0.716895,Person4,mittel Detailgrad,Anime,45
97,ani45g2p6.png,3.0,0.891934,Person4,mittel Detailgrad,Anime,45
119,ani45g2p2.png,1.0,1.340054,Person4,mittel Detailgrad,Anime,45
161,ani45g2p9.png,1.0,0.603386,Person4,mittel Detailgrad,Anime,45
179,ani45g2p8.png,1.0,1.416401,Person4,mittel Detailgrad,Anime,45
222,ani45g2p4.png,1.0,0.862505,Person4,mittel Detailgrad,Anime,45
277,ani45g2p5.png,3.0,2.102687,Person4,mittel Detailgrad,Anime,45
355,ani45g2p1.png,1.0,0.646187,Person4,mittel Detailgrad,Anime,45
58,ani45g2p3.png,2.0,0.918692,Person5,mittel Detailgrad,Anime,45
69,ani45g2p10.png,1.0,0.676166,Person5,mittel Detailgrad,Anime,45
72,ani45g2p7.png,4.0,0.972652,Person5,mittel Detailgrad,Anime,45
97,ani45g2p6.png,3.0,0.348845,Person5,mittel Detailgrad,Anime,45
119,ani45g2p2.png,2.0,1.813885,Person5,mittel Detailgrad,Anime,45
161,ani45g2p9.png,3.0,1.326112,Person5,mittel Detailgrad,Anime,45
179,ani45g2p8.png,3.0,1.257677,Person5,mittel Detailgrad,Anime,45
222,ani45g2p4.png,3.0,1.07234,Person5,mittel Detailgrad,Anime,45
277,ani45g2p5.png,3.0,1.334371,Person5,mittel Detailgrad,Anime,45
355,ani45g2p1.png,4.0,4.882611,Person5,mittel Detailgrad,Anime,45
20,ani45g2p1.png,3.0,1.795476,Person6,mittel Detailgrad,Anime,45
111,ani45g2p6.png,2.0,1.405441,Person6,mittel Detailgrad,Anime,45
133,ani45g2p8.png,3.0,1.53091,Person6,mittel Detailgrad,Anime,45
150,ani45g2p2.png,1.0,1.262359,Person6,mittel Detailgrad,Anime,45
193,ani45g2p3.png,2.0,1.159731,Person6,mittel Detailgrad,Anime,45
243,ani45g2p7.png,3.0,5.427697,Person6,mittel Detailgrad,Anime,45
255,ani45g2p4.png,3.0,3.269082,Person6,mittel Detailgrad,Anime,45
267,ani45g2p9.png,5.0,1.235112,Person6,mittel Detailgrad,Anime,45
274,ani45g2p10.png,3.0,8.437965,Person6,mittel Detailgrad,Anime,45
281,ani45g2p5.png,1.0,1.005637,Person6,mittel Detailgrad,Anime,45
3,ani45g3p3.png,1.0,1.415509,Person1,wenig Detailgrad,Anime,45
6,ani45g3p4.png,1.0,0.870656,Person1,wenig Detailgrad,Anime,45
110,ani45g3p1.png,1.0,0.76755,Person1,wenig Detailgrad,Anime,45
126,ani45g3p8.png,1.0,1.44307,Person1,wenig Detailgrad,Anime,45
151,ani45g3p7.png,1.0,0.639722,Person1,wenig Detailgrad,Anime,45
214,ani45g3p5.png,1.0,1.026322,Person1,wenig Detailgrad,Anime,45
272,ani45g3p2.png,1.0,0.81733,Person1,wenig Detailgrad,Anime,45
278,ani45g3p6.png,1.0,0.68227,Person1,wenig Detailgrad,Anime,45
321,ani45g3p10.png,1.0,2.309283,Person1,wenig Detailgrad,Anime,45
324,ani45g3p9.png,1.0,0.770708,Person1,wenig Detailgrad,Anime,45
23,ani45g3p8.png,1.0,1.365439,Person2,wenig Detailgrad,Anime,45
37,ani45g3p9.png,1.0,1.181036,Person2,wenig Detailgrad,Anime,45
215,ani45g3p10.png,1.0,0.904178,Person2,wenig Detailgrad,Anime,45
249,ani45g3p7.png,1.0,1.099792,Person2,wenig Detailgrad,Anime,45
291,ani45g3p5.png,1.0,1.124352,Person2,wenig Detailgrad,Anime,45
581,ani45g3p1.png,1.0,0.766802,Person2,wenig Detailgrad,Anime,45
589,ani45g3p6.png,1.0,1.337757,Person2,wenig Detailgrad,Anime,45
679,ani45g3p2.png,1.0,0.717443,Person2,wenig Detailgrad,Anime,45
685,ani45g3p3.png,1.0,0.764976,Person2,wenig Detailgrad,Anime,45
691,ani45g3p4.png,2.0,1.182995,Person2,wenig Detailgrad,Anime,45
11,ani45g3p8.png,1.0,1.878174,Person3,wenig Detailgrad,Anime,45
18,ani45g3p9.png,1.0,0.855837,Person3,wenig Detailgrad,Anime,45
107,ani45g3p10.png,1.0,1.393812,Person3,wenig Detailgrad,Anime,45
124,ani45g3p7.png,1.0,1.584682,Person3,wenig Detailgrad,Anime,45
145,ani45g3p5.png,1.0,1.256454,Person3,wenig Detailgrad,Anime,45
290,ani45g3p1.png,1.0,0.782705,Person3,wenig Detailgrad,Anime,45
294,ani45g3p6.png,1.0,2.020933,Person3,wenig Detailgrad,Anime,45
339,ani45g3p2.png,1.0,0.608733,Person3,wenig Detailgrad,Anime,45
342,ani45g3p3.png,1.0,1.276929,Person3,wenig Detailgrad,Anime,45
345,ani45g3p4.png,3.0,3.871616,Person3,wenig Detailgrad,Anime,45
18,ani45g3p3.png,1.0,0.984037,Person4,wenig Detailgrad,Anime,45
70,ani45g3p10.png,1.0,0.414361,Person4,wenig Detailgrad,Anime,45
78,ani45g3p7.png,1.0,0.854462,Person4,wenig Detailgrad,Anime,45
92,ani45g3p6.png,2.0,1.155972,Person4,wenig Detailgrad,Anime,45
111,ani45g3p5.png,3.0,1.261376,Person4,wenig Detailgrad,Anime,45
237,ani45g3p4.png,1.0,6.236186,Person4,wenig Detailgrad,Anime,45
256,ani45g3p1.png,1.0,0.859275,Person4,wenig Detailgrad,Anime,45
267,ani45g3p8.png,1.0,0.697103,Person4,wenig Detailgrad,Anime,45
295,ani45g3p9.png,1.0,1.638835,Person4,wenig Detailgrad,Anime,45
354,ani45g3p2.png,1.0,0.777617,Person4,wenig Detailgrad,Anime,45
18,ani45g3p3.png,2.0,0.83721,Person5,wenig Detailgrad,Anime,45
70,ani45g3p10.png,1.0,0.065786,Person5,wenig Detailgrad,Anime,45
78,ani45g3p7.png,4.0,0.414336,Person5,wenig Detailgrad,Anime,45
92,ani45g3p6.png,3.0,0.828388,Person5,wenig Detailgrad,Anime,45
111,ani45g3p5.png,1.0,0.913568,Person5,wenig Detailgrad,Anime,45
237,ani45g3p4.png,3.0,0.861948,Person5,wenig Detailgrad,Anime,45
256,ani45g3p1.png,3.0,1.731101,Person5,wenig Detailgrad,Anime,45
267,ani45g3p8.png,2.0,1.326241,Person5,wenig Detailgrad,Anime,45
295,ani45g3p9.png,1.0,0.995027,Person5,wenig Detailgrad,Anime,45
354,ani45g3p2.png,2.0,5.390336,Person5,wenig Detailgrad,Anime,45
3,ani45g3p3.png,1.0,1.589731,Person6,wenig Detailgrad,Anime,45
6,ani45g3p4.png,2.0,1.257068,Person6,wenig Detailgrad,Anime,45
110,ani45g3p1.png,1.0,3.744412,Person6,wenig Detailgrad,Anime,45
126,ani45g3p8.png,1.0,1.304058,Person6,wenig Detailgrad,Anime,45
151,ani45g3p7.png,2.0,2.386879,Person6,wenig Detailgrad,Anime,45
214,ani45g3p5.png,4.0,5.255575,Person6,wenig Detailgrad,Anime,45
272,ani45g3p2.png,4.0,1.135879,Person6,wenig Detailgrad,Anime,45
278,ani45g3p6.png,2.0,5.510929,Person6,wenig Detailgrad,Anime,45
321,ani45g3p10.png,1.0,0.921683,Person6,wenig Detailgrad,Anime,45
324,ani45g3p9.png,1.0,1.294716,Person6,wenig Detailgrad,Anime,45
39,ori45g1p1.png,2.0,1.433661,Person1,hoch Detailgrad,Original,45
50,ori45g1p3.png,2.0,8.216483,Person1,hoch Detailgrad,Original,45
55,ori45g1p2.png,2.0,3.184432,Person1,hoch Detailgrad,Original,45
162,ori45g1p9.png,1.0,0.879008,Person1,hoch Detailgrad,Original,45
195,ori45g1p4.png,1.0,1.201399,Person1,hoch Detailgrad,Original,45
199,ori45g1p6.png,1.0,0.60043,Person1,hoch Detailgrad,Original,45
230,ori45g1p10.png,1.0,0.804497,Person1,hoch Detailgrad,Original,45
236,ori45g1p5.png,1.0,1.147139,Person1,hoch Detailgrad,Original,45
242,ori45g1p7.png,1.0,1.273859,Person1,hoch Detailgrad,Original,45
261,ori45g1p8.png,1.0,2.453173,Person1,hoch Detailgrad,Original,45
175,ori45g1p7.png,1.0,2.263623,Person2,hoch Detailgrad,Original,45
177,ori45g1p2.png,1.0,0.993067,Person2,hoch Detailgrad,Original,45
187,ori45g1p9.png,1.0,1.10072,Person2,hoch Detailgrad,Original,45
357,ori45g1p10.png,2.0,1.970098,Person2,hoch Detailgrad,Original,45
395,ori45g1p3.png,1.0,1.857973,Person2,hoch Detailgrad,Original,45
509,ori45g1p6.png,2.0,1.601493,Person2,hoch Detailgrad,Original,45
513,ori45g1p4.png,1.0,0.812769,Person2,hoch Detailgrad,Original,45
597,ori45g1p1.png,2.0,1.441331,Person2,hoch Detailgrad,Original,45
633,ori45g1p5.png,2.0,6.770269,Person2,hoch Detailgrad,Original,45
677,ori45g1p8.png,1.0,1.179018,Person2,hoch Detailgrad,Original,45
87,ori45g1p7.png,1.0,1.341576,Person3,hoch Detailgrad,Original,45
88,ori45g1p2.png,1.0,0.956446,Person3,hoch Detailgrad,Original,45
93,ori45g1p9.png,1.0,1.039272,Person3,hoch Detailgrad,Original,45
178,ori45g1p10.png,2.0,1.400329,Person3,hoch Detailgrad,Original,45
197,ori45g1p3.png,1.0,2.322271,Person3,hoch Detailgrad,Original,45
254,ori45g1p6.png,3.0,2.270616,Person3,hoch Detailgrad,Original,45
256,ori45g1p4.png,1.0,0.854609,Person3,hoch Detailgrad,Original,45
298,ori45g1p1.png,2.0,1.131521,Person3,hoch Detailgrad,Original,45
316,ori45g1p5.png,4.0,5.126566,Person3,hoch Detailgrad,Original,45
338,ori45g1p8.png,1.0,1.089119,Person3,hoch Detailgrad,Original,45
3,ori45g1p4.png,1.0,0.934295,Person4,hoch Detailgrad,Original,45
124,ori45g1p2.png,1.0,0.939633,Person4,hoch Detailgrad,Original,45
158,ori45g1p3.png,1.0,0.762285,Person4,hoch Detailgrad,Original,45
163,ori45g1p10.png,1.0,0.430551,Person4,hoch Detailgrad,Original,45
201,ori45g1p6.png,1.0,0.800041,Person4,hoch Detailgrad,Original,45
219,ori45g1p7.png,1.0,0.722961,Person4,hoch Detailgrad,Original,45
241,ori45g1p1.png,5.0,2.001548,Person4,hoch Detailgrad,Original,45
318,ori45g1p8.png,4.0,1.834494,Person4,hoch Detailgrad,Original,45
322,ori45g1p5.png,2.0,1.899152,Person4,hoch Detailgrad,Original,45
350,ori45g1p9.png,4.0,0.859196,Person4,hoch Detailgrad,Original,45
3,ori45g1p4.png,2.0,1.961778,Person5,hoch Detailgrad,Original,45
124,ori45g1p2.png,3.0,1.140806,Person5,hoch Detailgrad,Original,45
158,ori45g1p3.png,1.0,1.112707,Person5,hoch Detailgrad,Original,45
163,ori45g1p10.png,2.0,3.246195,Person5,hoch Detailgrad,Original,45
201,ori45g1p6.png,2.0,0.773417,Person5,hoch Detailgrad,Original,45
219,ori45g1p7.png,1.0,1.738411,Person5,hoch Detailgrad,Original,45
241,ori45g1p1.png,1.0,0.894149,Person5,hoch Detailgrad,Original,45
318,ori45g1p8.png,3.0,1.481683,Person5,hoch Detailgrad,Original,45
322,ori45g1p5.png,3.0,2.973077,Person5,hoch Detailgrad,Original,45
350,ori45g1p9.png,2.0,0.917231,Person5,hoch Detailgrad,Original,45
39,ori45g1p1.png,4.0,1.738181,Person6,hoch Detailgrad,Original,45
50,ori45g1p3.png,5.0,2.283736,Person6,hoch Detailgrad,Original,45
55,ori45g1p2.png,3.0,1.299572,Person6,hoch Detailgrad,Original,45
162,ori45g1p9.png,3.0,2.627966,Person6,hoch Detailgrad,Original,45
195,ori45g1p4.png,3.0,1.25296,Person6,hoch Detailgrad,Original,45
199,ori45g1p6.png,2.0,1.244504,Person6,hoch Detailgrad,Original,45
230,ori45g1p10.png,3.0,1.23657,Person6,hoch Detailgrad,Original,45
236,ori45g1p5.png,4.0,7.910122,Person6,hoch Detailgrad,Original,45
242,ori45g1p7.png,2.0,2.235761,Person6,hoch Detailgrad,Original,45
261,ori45g1p8.png,4.0,3.370958,Person6,hoch Detailgrad,Original,45
16,ori45g2p6.png,1.0,1.406114,Person1,mittel Detailgrad,Original,45
91,ori45g2p5.png,1.0,1.40197,Person1,mittel Detailgrad,Original,45
95,ori45g2p4.png,1.0,10.480411,Person1,mittel Detailgrad,Original,45
132,ori45g2p2.png,1.0,1.30693,Person1,mittel Detailgrad,Original,45
191,ori45g2p3.png,1.0,0.850615,Person1,mittel Detailgrad,Original,45
264,ori45g2p10.png,1.0,5.710948,Person1,mittel Detailgrad,Original,45
276,ori45g2p8.png,1.0,0.647554,Person1,mittel Detailgrad,Original,45
277,ori45g2p7.png,1.0,0.941477,Person1,mittel Detailgrad,Original,45
288,ori45g2p9.png,1.0,1.949676,Person1,mittel Detailgrad,Original,45
330,ori45g2p1.png,1.0,2.651487,Person1,mittel Detailgrad,Original,45
63,ori45g2p4.png,2.0,1.409291,Person2,mittel Detailgrad,Original,45
83,ori45g2p9.png,1.0,2.62672,Person2,mittel Detailgrad,Original,45
95,ori45g2p8.png,1.0,2.033124,Person2,mittel Detailgrad,Original,45
231,ori45g2p6.png,2.0,1.456324,Person2,mittel Detailgrad,Original,45
245,ori45g2p7.png,1.0,1.860215,Person2,mittel Detailgrad,Original,45
457,ori45g2p1.png,1.0,1.159438,Person2,mittel Detailgrad,Original,45
467,ori45g2p3.png,1.0,1.146995,Person2,mittel Detailgrad,Original,45
511,ori45g2p2.png,1.0,0.770454,Person2,mittel Detailgrad,Original,45
553,ori45g2p10.png,1.0,1.157559,Person2,mittel Detailgrad,Original,45
655,ori45g2p5.png,1.0,1.066279,Person2,mittel Detailgrad,Original,45
31,ori45g2p4.png,1.0,1.3386,Person3,mittel Detailgrad,Original,45
41,ori45g2p9.png,1.0,1.457459,Person3,mittel Detailgrad,Original,45
47,ori45g2p8.png,1.0,2.240177,Person3,mittel Detailgrad,Original,45
115,ori45g2p6.png,2.0,1.39008,Person3,mittel Detailgrad,Original,45
122,ori45g2p7.png,1.0,2.540239,Person3,mittel Detailgrad,Original,45
228,ori45g2p1.png,2.0,1.730625,Person3,mittel Detailgrad,Original,45
233,ori45g2p3.png,3.0,2.760041,Person3,mittel Detailgrad,Original,45
255,ori45g2p2.png,1.0,1.152635,Person3,mittel Detailgrad,Original,45
276,ori45g2p10.png,2.0,3.785023,Person3,mittel Detailgrad,Original,45
327,ori45g2p5.png,2.0,1.454272,Person3,mittel Detailgrad,Original,45
1,ori45g2p10.png,1.0,1.345088,Person4,mittel Detailgrad,Original,45
16,ori45g2p8.png,1.0,2.642011,Person4,mittel Detailgrad,Original,45
55,ori45g2p7.png,2.0,1.178333,Person4,mittel Detailgrad,Original,45
104,ori45g2p6.png,3.0,1.156958,Person4,mittel Detailgrad,Original,45
116,ori45g2p4.png,3.0,2.477652,Person4,mittel Detailgrad,Original,45
127,ori45g2p2.png,3.0,9.821363,Person4,mittel Detailgrad,Original,45
199,ori45g2p9.png,1.0,0.934652,Person4,mittel Detailgrad,Original,45
300,ori45g2p1.png,2.0,0.896202,Person4,mittel Detailgrad,Original,45
344,ori45g2p3.png,1.0,2.384857,Person4,mittel Detailgrad,Original,45
347,ori45g2p5.png,2.0,1.134039,Person4,mittel Detailgrad,Original,45
