test_image,response,resptime
ori45g2p3.png,2,3.997226
orig1p8.png,7,1.619133
ani45g2p3.png,2,1.159731
ani5g3p6.png,8,6.685467
ori45g1p4.png,3,1.25296
anig2p4.png,8,7.372444
ori5g3p10.png,8,1.107518
ani35g2p4.png,3,2.769668
ori45g1p6.png,2,1.244504
ani5g3p2.png,8,1.399772
ani15g1p4.png,6,1.919448
ori15g3p9.png,7,2.503541
ori15g3p1.png,6,18.44017
ani15g1p8.png,6,1.775723
ori25g1p8.png,4,2.024327
ori15g2p6.png,5,1.783989
orig1p3.png,7,1.746928
ori25g2p7.png,5,1.49436
ori15g1p8.png,6,8.935647
ani5g1p3.png,7,3.740118
ani5g1p2.png,7,2.291268
ori5g3p9.png,7,5.884369
ori25g1p9.png,5,1.373441
ani45g3p5.png,4,5.255575
ani45g1p1.png,4,8.498901
orig2p7.png,7,6.15987
orig3p1.png,7,3.620848
ani5g1p10.png,7,1.907306
ani35g1p4.png,3,3.502602
ani25g3p1.png,3,1.617085
ani25g3p7.png,4,9.505609
anig3p4.png,7,1.511129
ani5g2p5.png,7,9.143785
ani25g1p3.png,4,4.502083
ori5g1p8.png,6,9.353541
ori35g1p3.png,4,1.137105
ani25g2p5.png,3,1.176508
ori35g1p8.png,3,1.151485
orig2p3.png,8,1.144955
ori45g1p10.png,3,1.23657
orig1p10.png,8,1.23294
orig3p4.png,8,2.222011
anig3p10.png,8,1.016426
anig2p7.png,8,1.049645
ani25g1p6.png,5,1.426561
ori45g1p5.png,4,7.910122
ani15g3p1.png,4,1.493674
ani45g1p2.png,3,0.87105
anig1p8.png,7,1.110728
anig2p3.png,8,1.044735
ori25g1p6.png,3,0.980951
ori45g1p7.png,2,2.235761
ani45g2p7.png,3,5.427697
ani5g2p3.png,8,1.232717
ori15g2p1.png,8,1.741691
ani5g2p2.png,8,3.161085
ori25g3p6.png,4,2.112794
orig2p10.png,8,1.351401
ani15g3p10.png,6,2.495158
ori15g1p9.png,8,11.381998
anig1p5.png,8,2.132669
ani35g2p8.png,4,3.422214
orig1p5.png,8,1.85561
anig3p6.png,8,1.15942
ani45g2p4.png,3,3.269082
ori25g1p1.png,5,7.763261
ori35g3p8.png,4,3.87594
ani25g1p1.png,4,1.244598
ani5g1p8.png,7,2.869927
ori5g2p9.png,8,1.51958
ori45g1p8.png,4,3.370958
ani15g2p4.png,4,9.726545
ani5g1p1.png,8,2.286985
ori45g2p10.png,3,1.51276
orig3p5.png,8,2.803683
ani35g1p3.png,4,1.917998
ani45g2p9.png,5,1.235112
ori35g2p2.png,3,1.632637
orig3p3.png,8,5.001439
ori5g3p8.png,8,0.990437
ori15g2p7.png,7,1.747917
ani45g3p2.png,4,1.135879
ori15g1p6.png,6,1.364392
ani45g2p10.png,3,8.437965
ani45g1p6.png,3,9.449815
ori45g2p8.png,2,2.036713
ori45g2p7.png,2,1.172468
ani45g3p6.png,2,5.510929
ori35g2p5.png,2,2.484508
ori35g2p1.png,3,1.249009
ani45g2p5.png,1,1.005637
orig1p7.png,7,2.125608
anig1p9.png,8,1.739886
ani5g2p8.png,7,2.874722
anig1p6.png,7,2.777463
ori25g2p2.png,4,3.521272
ori5g2p10.png,8,1.368096
ori45g2p9.png,2,1.674987
ani5g3p1.png,8,1.49002
ori5g1p4.png,7,2.731833
ori15g2p4.png,4,2.788037
ani35g2p5.png,2,2.505546
ani15g1p2.png,7,4.749527
ori15g3p4.png,7,2.159203
ori15g2p10.png,6,1.745897
ani5g2p7.png,8,1.11546
ori5g1p2.png,8,2.658035
ori35g2p9.png,3,2.363258
ori45g3p3.png,1,0.863625
ori35g1p10.png,4,1.114833
ori25g2p8.png,4,3.369518
ani5g2p9.png,8,1.923266
ori15g1p2.png,5,1.298371
ori45g3p4.png,3,1.287472
ori25g2p10.png,4,1.488344
