test_image,response,resptime
ani15g2p10.png,3,1.039897
ori5g2p7.png,10,1.165093
ori5g1p1.png,10,0.890157
anig3p6.png,9,1.1882
ori5g1p4.png,8,1.239346
anig3p3.png,8,0.914383
ori45g1p8.png,3,1.481683
ani5g2p5.png,6,2.19181
ani15g3p4.png,3,1.148793
ori35g3p9.png,1,0.999811
ori45g1p5.png,3,2.973077
ani25g1p10.png,6,2.318501
ani25g2p8.png,5,0.966195
orig1p6.png,8,1.365983
ori15g1p2.png,7,3.1703
ori25g3p8.png,4,0.86185
orig3p4.png,9,1.130713
ani25g1p8.png,4,0.863857
ani15g2p9.png,3,1.409867
ani35g3p6.png,1,1.069123
ori35g1p5.png,2,1.270439
ori15g1p8.png,6,1.162541
ori35g1p9.png,3,2.090328
anig2p5.png,8,1.119553
ani35g1p2.png,3,1.145788
ori35g2p5.png,1,0.987423
ori15g1p6.png,8,2.322719
ori25g1p9.png,3,1.128547
ori5g1p10.png,10,1.192885
ori5g2p9.png,8,1.085405
ani25g1p7.png,3,3.816159
ori5g3p1.png,6,1.519547
ori45g2p3.png,3,0.987597
ani45g1p4.png,3,1.832882
anig2p1.png,7,1.455327
ori45g2p5.png,2,2.256237
ori5g2p10.png,10,1.152757
ani15g1p8.png,8,1.062205
ori45g1p9.png,2,0.917231
ori45g3p6.png,2,3.073746
ori25g2p7.png,4,2.135902
orig3p6.png,10,1.284365
ani45g3p2.png,2,5.390336
ani45g2p1.png,4,4.882611
ori15g3p3.png,5,1.552639
ori25g1p2.png,2,3.49223
ori5g2p8.png,7,2.186123
ani5g3p3.png,8,3.32921
